,Unnamed: 0,name,date,rating,text,sentiment
10,10,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-08-17,4.0,The price Everything is so fabulous,"[['fabulous', 2.4]]"
11,11,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-08-17,3.0,Cute but could be better I was really excited for this product. Saw a review on tictok and was just out of the moon for mine to come in. Majority were melted together upon arrival but the couple that weren’t were nice to use especially with covid season!,"[['cute', 2.0], ['better', 1.9], ['excited', 1.4], ['nice', 1.8]]"
12,12,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-08-16,5.0,very handy love these. small and packable. just add a bit of water and you are good to go. great as gifts too,"[['love', 3.2], ['good', 1.9], ['great', 3.1]]"
13,13,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-08-14,5.0,"Wow these things actually work I was skeptical but it foams up and is the perfect amount of soap. This is definitely come in handy at festivals, camping trips, or just to have in case wherever you go doesn't have soap. I also like that you can buy refills without having to buy the holders again.","[['wow', 2.8], ['skeptical', -1.3], ['perfect', 2.7], ['definitely', 1.7], ['festivals', 1.5], ['like', 1.5]]"
14,14,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-08-12,5.0,Happy Very happy with this soap_ leave your hand super clean,"[['happy', 2.7], ['happy', 2.7], ['leave', -0.2], ['hand', 2.2], ['super', 2.9], ['clean', 1.7]]"
15,15,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-08-11,3.0,It works... its useful but kinda sticks to my hand even if i put water in it.,"[['useful', 1.9], ['hand', 2.2]]"
16,16,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-08-10,5.0,Quality I saw them on TikTok and I had to get them. They work really good!,"[['good', 1.9]]"
18,18,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-31,5.0,"Thank goodness for these! I constantly have to wash my hands at work. Been a habit even before this pandemic. Got tired of the times when there are empty or broken soap dispensers and not being able to wash my hands thoroughly. This has come in very handy. I've even had other employees ask me about them when they see me use it. I let them try it out too.

The package is very small so fits very well in my pocket and has plenty in there. 1 sheet is enough to wash with.

I take out 1 sheet, wet 1 hand and cup it to hold a tiny bit of water, use the other hand to place it into the wet one, then rub both hands together to start a lather.

I would definitely order again.","[['thank', 1.5], ['goodness', 2.0], ['tired', -1.9], ['empty', -0.8], ['broken', -2.1], ['well', 1.1], ['hand', 2.2], ['hand', 2.2], ['definitely', 1.7]]"
19,19,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-30,4.0,Great product  I love this product! It dissolves on your hands and bubbles like soap! But sometimes it leaves a papery spot on your hands if you didnt get the whole thing wet. Other than that this is a great item!,"[['great', 3.1], ['love', 3.2], ['like', 1.5], ['great', 3.1]]"
20,20,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-30,5.0,Smart purchase One of my smart purchases esp with the current pandemic going on. Smells great and a little goes a long way,"[['smart', 1.7], ['smart', 1.7], ['great', 3.1]]"
21,21,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-29,5.0,Great product for travling We used these on a road trip they were easy to use just remember to take a bottle of water just put one in your hand pour on the water it's instant soap and the thin film dissolves,"[['great', 3.1], ['easy', 1.9], ['hand', 2.2]]"
22,22,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-26,5.0,Cute Soap 1sheet lathers up really well. I wish the package was more sturdy but still works,"[['cute', 2.0], ['well', 1.1], ['wish', 1.7]]"
23,23,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-22,5.0,Exactly what I needed Smells great! Good lather.,"[['great', 3.1], ['good', 1.9]]"
24,24,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-22,5.0,GREAT INVENTION GREAT PRODUCT ESPECIALLY FOF ROADTRIPS!!!,"[['great', 3.1], ['great', 3.1]]"
25,25,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-21,5.0,"Omg Wow. I was hesitant to buy these. But just, wow. They’re fantastic.
I was looking for something when you’re in a pinch. I take a lot of long trips with my daughter when visiting family and these are perfect. As long as you have a little water, these work great.
It literally dissolved in your hand. And has a very pleasant rose scent.
Extremely impressed!!","[['wow', 2.8], ['hesitant', -1.0], ['wow', 2.8], ['fantastic', 2.6], ['perfect', 2.7], ['great', 3.1], ['hand', 2.2], ['pleasant', 2.3], ['impressed', 2.1]]"
27,27,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-19,1.0,Peculiar smell I don't recommend it. I hate it. I smell strange when I open it. I don't use it. It's different from what I've bought in the past.,"[['peculiar', 0.6], ['recommend', 1.5], ['hate', -2.7], ['strange', -0.8]]"
29,29,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-19,5.0,"Convenient, 1 thin sheet enough to wash hands Super convenient with very little smell. Doesn't dry out hands too much either. I keep one in my bag in case public bathrooms run out of soap.","[['super', 2.9]]"
30,30,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-17,5.0,Good lather Very good quality. The soap has good lather and it is an Essential item if you are on the go.,"[['good', 1.9], ['good', 1.9], ['good', 1.9]]"
31,31,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-16,5.0,Super convenient! These are so adorable and so convenient smell is not strong love it wish they had a little pouch or hook to have them hook to you keychain or something,"[['super', 2.9], ['adorable', 2.2], ['strong', 2.3], ['love', 3.2], ['wish', 1.7]]"
32,32,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-15,1.0,"Don't buy There was no scent, they came in a zip lock baggy and they turned into goop rather than soap. I had a friend who ordered the same thing and they were awesome. I think these are old or a knock off.","[['no', -1.2], ['friend', 2.2], ['awesome', 3.1]]"
33,33,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-11,1.0,Too sticky Turns to a sticky slimy almost chewed up gum like consistency. THIS product has to be scraped off my hands and then I had to use a baby wipe to get the residue off. Would not recommend.,"[['like', 1.5], ['recommend', 1.5]]"
34,34,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-11,5.0,S Perfect for this virus going around,"[['perfect', 2.7]]"
37,37,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-09,5.0,"It's cute and it works! We were so impressed with these soap sheets. I have never owned any and these truly blew my mind. The soap sheets provide a good lather and washes off easily, leaving no residue. We take many road trips with our dogs and sometimes come across places with no bathrooms or bathrooms with no soap. it's great to have these around, and they fit in any purse or even your pocket! This is a MUST when you travel overseas, you won't regret it! For people who are sensitive to strong smells, this works for you too! My bother is very allergic to regular soaps and this worked out for her.","[['cute', 2.0], ['impressed', 2.1], ['truly', 1.9], ['good', 1.9], ['easily', 1.4], ['no', -1.2], ['no', -1.2], ['no', -1.2], ['great', 3.1], ['fit', 1.5], ['regret', -1.8], ['strong', 2.3], ['bother', -1.4], ['allergic', -1.2]]"
38,38,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-09,5.0,Great for outdoors We use these when fishing and camping. Super easy to use. Just take bottled water with you and use.,"[['great', 3.1], ['super', 2.9], ['easy', 1.9]]"
40,40,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-09,1.0,Save your money! Disappointed. Does not lather and leaves a super sticky residue on your hands. Save your money!,"[['save', 2.2], ['disappointed', -2.1], ['super', 2.9], ['save', 2.2]]"
43,43,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-07,5.0,Convenient for Camping Perfect for camping if you don't want to just use hand sanitizer. Left it in my car by accident on a hot summer day and the sheets weren't impacted which I was surprised they didn't melt. Overall great purchase and I'll continue to buy them for camping.,"[['perfect', 2.7], ['want', 0.3], ['hand', 2.2], ['accident', -2.1], ['surprised', 0.9], ['great', 3.1]]"
44,44,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-06,5.0,Great idea I put one in my car one in my sons diaper bag. Saw these on tiktok and had to get them. It’s horrible when you go somewhere and they have no soap so this is a lifesaver,"[['great', 3.1], ['horrible', -2.5], ['no', -1.2], ['lifesaver', 2.8]]"
45,45,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-04,5.0,Buena compra Están super bonitos y muy prácticos para llevarlos en la bolsa y usarlos en cualquier momento.,"[['super', 2.9]]"
47,47,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-03,4.0,Great for on the go I have to admit the amount of plastic here is pretty wasteful. I wish it came in a 2 pack with reusable sheets that you can refill. There’s also a pattern that looks like you can pull the soap sheet through the top lid but you can’t. It’s just printed on there (weird) and it can be tough to close afterwards. Not the best packaging but the product itself is what’s advertised!,"[['great', 3.1], ['admit', 0.8], ['pretty', 2.2], ['wish', 1.7], ['like', 1.5], ['top', 0.8], ['weird', -0.7], ['tough', -0.5], ['best', 3.2]]"
48,48,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-02,5.0,Perfecto para uso diario Es muy facil y Accesible de llevar,"[['perfecto', 1.3]]"
49,49,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-07-01,3.0,Ok Package is very cheap,"[['ok', 1.2]]"
50,50,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-06-30,5.0,Convenient and smells good This is great! Just make sure your hand is dry when you take a sheet out.,"[['good', 1.9], ['great', 3.1], ['sure', 1.3], ['hand', 2.2]]"
51,51,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-06-29,5.0,"Exactly what I was looking for. I wanted these for emergency purposes in case we ran out of hand sanitizer on the road or got somewhere that didn't have soap. Super cute, and easy to use.","[['emergency', -1.6], ['hand', 2.2], ['super', 2.9], ['cute', 2.0], ['easy', 1.9]]"
52,52,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-06-26,5.0,Great for on the go. This is a great idea for those times that there is no soap. But I would encourage the seller to have an accurate count of 50 per holder. Mine was missing 32.,"[['great', 3.1], ['great', 3.1], ['no', -1.2], ['encourage', 2.3], ['missing', -1.2]]"
53,53,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-06-22,1.0,Do not buy Very disappointed. Not what I expected. Wipes were dried out when I recieved it. I threw them in the trash.,"[['disappointed', -2.1]]"
54,54,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-06-21,5.0,"Work great, dissolve easily, light scent Perfect to keep in the car for handling emergencies. I had bought them for our European vacation but Covid shut that down so now I have them in every vehicle. Work great, dissolve easily, light scent","[['great', 3.1], ['easily', 1.4], ['perfect', 2.7], ['great', 3.1], ['easily', 1.4]]"
55,55,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-06-20,5.0,Works This was a gift for my mom,"[['gift', 1.9]]"
57,57,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-06-19,4.0,"Good Lather These are very adorable. They snap shut well and stay shut, unlike other paper soaps I’ve tried that slip back open when you don’t want them to. The scent is not noticeable to me, one sheet produced just enough lather for me, and it rinsed off fine. No filmly residue left over. The sheets slide out easily.

I would recommend it honestly. I would definitely apply some lotion directly after because it can be a bit drying if you don’t.","[['good', 1.9], ['adorable', 2.2], ['well', 1.1], ['want', 0.3], ['fine', 0.8], ['no', -1.2], ['easily', 1.4], ['recommend', 1.5], ['honestly', 2.0], ['definitely', 1.7]]"
58,58,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-06-15,5.0,Very useful and compact Very useful. Come in cute package and easy to carry around your small bags. Went to the mall and the park without any soap. So this come in handy,"[['useful', 1.9], ['useful', 1.9], ['cute', 2.0], ['easy', 1.9]]"
61,61,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-06-11,5.0,Easy to use Gave as gifts and they are really awesome at creating a lot of lather for one sheet. Pretty impressive! Thank you!,"[['easy', 1.9], ['awesome', 3.1], ['creating', 1.2], ['pretty', 2.2], ['impressive', 2.3], ['thank', 1.5]]"
62,62,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-06-09,5.0,"Awesome Smells good, great portable packaging, and it lathers well.","[['awesome', 3.1], ['good', 1.9], ['great', 3.1], ['well', 1.1]]"
63,63,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-06-09,5.0,item as described item as described. great for these times with corona at least to get your hands cleaned,"[['great', 3.1]]"
65,65,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-06-06,5.0,"great for travel These have come in handy for my trip to NY, because its hard to get hand soap we've been using them to wash our hands in the bathroom. The scent is really light, barely noticeable and it's not too harsh on the skin.","[['great', 3.1], ['hard', -0.4], ['hand', 2.2], ['harsh', -1.9]]"
66,66,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-06-06,4.0,"Great item for when you're out and about but want to keep your hands clean This stuff is great! There are a couple of gripes, though. One sheet is just too much soap. It took a really long time and a lot of water to wash it off. Half a sheet seems to work way better. Also, the packaging on it is a little difficult to open and close. Other than that, I'll more than likely purchase it again.","[['great', 3.1], ['want', 0.3], ['clean', 1.7], ['great', 3.1], ['better', 1.9], ['difficult', -1.5]]"
67,67,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-06-06,5.0,"Great purchase. Absolutely genius, would purchase again and recommend to others. Wish I knew about these long ago.","[['great', 3.1], ['recommend', 1.5], ['wish', 1.7]]"
68,68,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-06-05,4.0,"Lovely smelling soap slivers Great product, love the smell, wish opening it was easier...","[['lovely', 2.8], ['great', 3.1], ['love', 3.2], ['wish', 1.7], ['easier', 1.8]]"
69,69,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-06-03,5.0,Fabulous Soap Paper This was essential for the pandemic. I used them as soon as I received them to verify they did as promised and it did. It lathered with a small amount of water. The soap paper is super thin but lathers abundantly. Your hands feel clean after using.,"[['fabulous', 2.4], ['promised', 1.5], ['super', 2.9], ['clean', 1.7]]"
70,70,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-06-02,5.0,These soap sheets are convinced Love the little purse size soap sheets. They smell good and work well. Nice to have in purse especially during this pandemic! Never know when you will be in a place that doesn’t have soap. These I believe are more sanitary than a dispenser.,"[['convinced', 1.7], ['love', 3.2], ['good', 1.9], ['well', 1.1], ['nice', 1.8]]"
71,71,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-05-31,5.0,Love it! These work exceptionally well. I love being able to wash my hands on the go and not just use sanitizer. The scent is light and floral like baby powder.,"[['love', 3.2], ['well', 1.1], ['love', 3.2], ['like', 1.5]]"
72,72,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-05-30,4.0,awesome product love love love these. The only thing I don't like is that you can't just buy refills. You have to buy them all over again. I just feel like it's wasting the package that carries them. Other than that I love them. They are really convenient,"[['awesome', 3.1], ['love', 3.2], ['love', 3.2], ['love', 3.2], ['like', 1.5], ['like', 1.5], ['wasting', -1.7], ['love', 3.2]]"
73,73,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-05-29,5.0,"so convenient! Lather well. perfect for travel, suspect restrooms, and just to have for the ""in case"" situations","[['well', 1.1], ['perfect', 2.7], ['suspect', -1.2]]"
74,74,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-05-29,5.0,A must item to leave the house with ! My items were shipped timely! Smells great and they will be fantastic for traveling.,"[['leave', -0.2], ['great', 3.1], ['fantastic', 2.6]]"
75,75,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-05-28,5.0,Great soap for traveling! This is such a great concept. Easy to use. I found hot water works better for rinsing the soap off. Cold water doesn’t really dissolve the soap strips. It’s also harder to rinse using cold water. The container is sometimes hard to snap closed but it’s cute. These are great for keeping in a purse or your car for travel. Smells good and makes my hands feel clean. Has a nice lather.,"[['great', 3.1], ['great', 3.1], ['easy', 1.9], ['better', 1.9], ['hard', -0.4], ['cute', 2.0], ['great', 3.1], ['good', 1.9], ['clean', 1.7], ['nice', 1.8]]"
76,76,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-05-26,5.0,"Will work well for my son who can not use hand sanitizer Purchased these for my son who has eczema and therefore can not use alcohol-based hand sanitizer. I plan to send these (and a bottle of water) with him if and when he goes to day camp this summer so he can stay safe and wash his hands without them burning from the alcohol in sanitizer and knowing that not all bathrooms will be open and/or have soap. We each tested one and they are pretty neat-o. Dissolves with a small amount of water, creates a decent amount of lather. Slight floral scent - not overwhelming.","[['well', 1.1], ['hand', 2.2], ['hand', 2.2], ['safe', 1.9], ['pretty', 2.2], ['creates', 1.1]]"
77,77,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-05-24,5.0,Great product It’s very convenient,"[['great', 3.1]]"
78,78,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-05-21,5.0,Scent Perfect,"[['perfect', 2.7]]"
79,79,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-05-20,5.0,PERFECT I have not used them yet but they do smell good and I could tell it will come in handy when I'm gonna need it.,"[['perfect', 2.7], ['good', 1.9]]"
80,80,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-05-20,5.0,Blessed I receive the package Thank you,"[['blessed', 2.9], ['thank', 1.5]]"
81,81,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-05-19,5.0,Soap Very useful and convenient,"[['useful', 1.9]]"
82,82,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-05-19,5.0,Very useful Great product,"[['useful', 1.9], ['great', 3.1]]"
83,83,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-05-18,5.0,Perfect They are great. They really don’t have a strong sent so that is great. And it’s perfect for traveling highly recommend,"[['perfect', 2.7], ['great', 3.1], ['strong', 2.3], ['great', 3.1], ['perfect', 2.7], ['recommend', 1.5]]"
85,85,"KISEER 4 Boxs (200 Sheets) Mini Portable Travel Soap Paper Sheets Disposable Hand Washing Bath Scented Paper Soap for Outdoor, Camping Hiking",2020-05-16,5.0,"Fantastic!!! An outstanding product!!! Perfect for a handbag, briefcase, travel (especially for situations where there’s no soap in the bathroom!!)","[['fantastic', 2.6], ['outstanding', 3.0], ['perfect', 2.7], ['no', -1.2]]"
