,Name,Review
33,"12x Aroma Soap, Aloe Vera and Barbatimão - 90 Grams",Good product and smooth and pleasant smell I liked good feeling; let's see if it fits for everything it says in the description.
34,"12x Aroma Soap, Aloe Vera and Barbatimão - 90 Grams",Excellent This soap is very good I loved it.
35,"12x Aroma Soap, Aloe Vera and Barbatimão - 90 Grams",Good and very fragrant soap I liked it. Very fragrant too.
36,50 Soap Kits 20 Grs Shampoo And Conditioner 35 Ml Hotel,I told you. I really liked the product and the elegant presentation with the soap on sedan paper. I recommend it to anyone who has a hotel or hostel.
37,50 Soap Kits 20 Grs Shampoo And Conditioner 35 Ml Hotel,"Congratulations Escelente, wonderful, my clients loved this treat, thank you very much exceeded my expectations."
38,50 Soap Kits 20 Grs Shampoo And Conditioner 35 Ml Hotel,"Excellent A good presentation, and it has a very pleasant smell, great quality."
39,Kit 1000 Mini Soap 13 Gr Hotel Motel Pousada Erva Doce,"Wonderful product we love it very much !! Very good and we liked it a lot, it met the expectation and all the guests liked it. Wonderful and very fragrant product with pleasant perfume. I recommend it to everyone. Congratulations."
40,Kit 1000 Mini Soap 13 Gr Hotel Motel Pousada Erva Doce,Excellent product!! Excellent product. I recommend it for sure !!.
41,Huggies Children's Soap Bar 75g,I bought and will continue to buy this product. Product with a smell that is super comforting. The baby's bath is much more pleasant.
42,Huggies Children's Soap Bar 75g,Ótimo Muito bom gostei de mais vale a pena.
43,Huggies Children's Soap Bar 75g,Too bad I didn't buy this product. My account has been hacked.
44,Albany Intensive Hydration Bar Soap 85g,"Muito bom Produto não é ruim, mas não é a marca de sabonete que gosto de usar."
45,Albany Intensive Hydration Bar Soap 85g,"I liked it is good Normal a good soap, I recommend !!."
46,Aroeira Soap Bar Kit W / 12 Units Promotion,Excellent Very good product I recommend to everyone.
47,Aroeira Soap Bar Kit W / 12 Units Promotion,Great Great product was worth the amount invested.
48,Aroeira Soap Bar Kit W / 12 Units Promotion,Muito Bom. Bom produto. Como anunciado. Recomendo.
49,12 X Sabonete De Argila Preta - 90 Gramas,Excelente Otimo produto e agradou a família.
50,Kit 20cx Sabonete Barra Tododia - Original,Excellent Well diversified as I ordered. I loved it.
51,Natura Mamae E Bebe Soap Box w / 05 Units 100g Each,"Excelente Muito bom, já usamos o produto e conhecemos a qualidade."
52,Natura Mamae E Bebe Soap Box w / 05 Units 100g Each,Excellent I already knew the product is wonderful.
53,Natura Mamae E Bebe Soap Box w / 05 Units 100g Each,Passionate very wonderful the soap I loved super recommend I will always buy.
54,Kit 500 Mini Soap 15g Hotel Motel Pousada Castanha Luxo,Satisfied with my purchase. It has a mild scent. It is delicate and is enough for a bath. It is having good acceptance by the guests.
55,Kit 500 Mini Soap 15g Hotel Motel Pousada Castanha Luxo,"Excellent Very good, foamy, strong, soft odor."
56,Kit 500 Mini Soap 15g Hotel Motel Pousada Castanha Luxo,finally trust in the quality and dedication of your phone. Color suggestive showy and of good visual perception.
57,Protex Facial Soap Anti Blackheads And Pimples 85g,"Very good Very good it leaves the skin very dry and really helps to eliminate the pimples, I recommend."
58,Francis Lily Bar Soap 85g,Excellent quality product and fast delivery. Wonderful because it is difficult to find in supermarkets.
59,"Boticollection Scented Soaps, 5un X 80g",Cool kct Cool! p q you always ask p to say more. Given horse does not look at teeth! cool is too good M.
60,"Boticollection Scented Soaps, 5un X 80g","Excelente Gostei tanto do produto adquirido,que já fiz a segunda compra!obrigado pela gentileza e dedicação de vcs."
61,"Boticollection Scented Soaps, 5un X 80g",Very good product I bought as a gift (make a kit) and the birthday girl liked it a lot.
62,Solid Chamomile Vegan Shampoo.Natural And Organic. 125g,It worked really well on my hair. It left my hair like it used to. Very good.
63,Solid Chamomile Vegan Shampoo.Natural And Organic. 125g,"Sustentabilidade. Adorei a proposta. Exige uma logística especial. No local onde estou passando a quarentena, a água é incompatível. Meu cabelo ficou muito seco e armado. Mas o problema não é o produto, é a qualidade da água. Recomendo sim o uso, pois consumir conscientemente é vital para a saúde na vida marinha. A praticidade de carregar o xampu em barra, a qualidade do produto que tem camomila de verdade, aliada à sustentabilidade é nobre!."
64,Solid Chamomile Vegan Shampoo.Natural And Organic. 125g,"I don't recommend Poor quality! it made my hair drier than straw. Not to mention that for a shampoo it should not contain pieces or small branches. The idea itself is commendable, but it needs to greatly improve the quality of the materials."
65,Kit 12 Aroeira Soap And 12 Aroeira Ointment,Bom Bom bom bom super bom!!!!!!!!!!!!!!!!!!!!!!!!!!!.
66,3 Ointments Barbatimão Hpv 60g + 2 Soaps + 300 Capsules,"Very good Very good. But I would like to know how the capsules work in relation to the skin? and if I can introduce the ointment or it can only pass outside the intimate region? as far as the stars went, I gave five but I didn't get it, it was only two. But it is five stars. I await the reply thank you ??."
67,3 Ointments Barbatimão Hpv 60g + 2 Soaps + 300 Capsules,"Great product Great product !!!! I had the result I wanted in the first week of use. (today, after two weeks using it, I'm already 99%) very happy to buy the product that solved my problem! it's worth buying the kit! I really enjoyed the tmb toast;)."
68,3 Ointments Barbatimão Hpv 60g + 2 Soaps + 300 Capsules,"Excelente Excelente ! comprei na desconfianca , mas com 15 dias de uso , resultado ótimo , usei 2 capsulas por dia e sabonete e pomada todos os dias. Podem comprar , eu recomendo. Muito satisfeita com o resultado."
69,Palmolive Delicate Exfoliation Bar Soap 85g,produto muito bom Produto muito bom atende as expectativas.
70,Palmolive Delicate Exfoliation Bar Soap 85g,Wonderful Exfoliating Soap very smelling !!.
71,"Sabonetes Perfumados Boticollection, 5un X 80g",Legal kct Legal ! p q vcs sempre pedem p dizer mais. Cavalo dado não se olha os dentes! legal tá bom demais poxa. M.
72,"Sabonetes Perfumados Boticollection, 5un X 80g",Excellent I liked the product so much that I already made my second purchase! Thanks for your kindness and dedication.
73,"Sabonetes Perfumados Boticollection, 5un X 80g",Very good product I bought as a gift (make a kit) and the birthday girl liked it a lot.
74,Granado Lanolin Treatment - Bar Soap 90g Blz,"Excellent product Soaps that I use daily, I will buy again. Really like."
75,Kit 200 Mini Soap 20 Gr Luxury Pitanga Hotel Pousada,you can buy in peace everything right Top liked it very much it is worth buying luxury product people who use it like it too.
76,Kit 200 Mini Soap 20 Gr Luxury Pitanga Hotel Pousada,"Excelente O produto é muito bom, mas o custo um pouco elevado."
77,Kit 200 Mini Soap 20 Gr Luxury Pitanga Hotel Pousada,Elegance! Gentle perfume. Great consistency. Ideal to receive and please guests.
78,Kit Com 12 Sabonetes Barra Glicerinado Johnsons Baby 80g,Excelente Nota mil não comprarei mais porque. O preço subiu de 22. 90 para 32. 90. Com 12 unidades.
79,Kit Com 12 Sabonetes Barra Glicerinado Johnsons Baby 80g,Original as described Original product as described. Second purchase we do and ok ok.
80,Kit Com 12 Sabonetes Barra Glicerinado Johnsons Baby 80g,"Excellent great soaps, ml recommend."
81,Johnsons Baby Glycerin Bar Soap,Excellent Note thousand I will not buy more because. The price went up from 22. 90 to 32. 90. With 12 units.
82,Johnsons Baby Glycerin Bar Soap,Original as described Original product as described. Second purchase we do and ok ok.
83,Johnsons Baby Glycerin Bar Soap,"Excelente Sabonetes ótimos, recomento do ml."
84,Kit 500 Soaps 10gr And 500 Shampoo 2 In 1 Hotel Motel,"Produto de Qualiadade apenas Razoável. Produtos são para quebrar um galho daqueles que precisam fazer sua higiene pessoal e não dispõem de sabonete e shampoo no momento. . A qualidade é apenas razoável, pois produzem pouca espuma e são praticamente sem perfume. Provavelmente, quem os usa uma primeira vez, em razão de não dispor de outra alternativa, provavelmente procurará comprar produtos de melhor qualidade para um segundo uso, particularmente em pensões, hotéis ou apartamentos por temporada."
85,Kit 500 Soaps 10gr And 500 Shampoo 2 In 1 Hotel Motel,"Thank you so much, through you guys, I was able to do good I can't talk about the product because I bought it to donate to homeless people who are being welcomed here in Ribeirão Preto."
86,Kit 500 Soaps 10gr And 500 Shampoo 2 In 1 Hotel Motel,Excellent Very good product. Great. I recommend it to everyone from ml.
87,Aroeira Bar Soap 12 Units 100 Grams Each,"Excellent Very good product, the smell and everything. I really liked it, and I advise you to buy abs."
88,Aroeira Bar Soap 12 Units 100 Grams Each,"Excellent Great product, removed the oil from my body and mainly helped me with allergies."
89,Aroeira Bar Soap 12 Units 100 Grams Each,"Otimo Muito bom, serve pra tudo na pele, anti bacteriano. O banho e ótimo."
90,"Take Care of Yourself Soap In Barra Quinteto Leite E Mel, 5 Units","Excellent Great. Soft perfume, it makes a lot of foam, soft."
91,"Take Care of Soap Bar Lavandinha, 2x80 G",This soap is worth it Excellent. I've used this soap before and I like it a lot. I am repeating the purchase and I am satisfied.
92,"Take Care of Soap Bar Lavandinha, 2x80 G",Bom produto cheiro ótimo!!!! Muito bom vale a pena comprar!!!!.
93,"Take Care of Soap Bar Lavandinha, 2x80 G","Delicioso! Muito suave, mas cheiroso! Maravilhoso! cheiroso, suave, muito gostoso!."
94,Dove Baby Balanced Hydration Soap 75g,Excelente Adorei alem de deixar a pele da minha filha idratada fica muito cheirora muito obrigada a todos do mercado livre.
95,Dove Baby Balanced Hydration Soap 75g,"First rate! Dove quality, always top notch! wonderful smell and very moisturizing, my baby smells all day !."
96,Dove Baby Balanced Hydration Soap 75g,"Very good It is good, fragrant, perfect. It is only smaller than the other but it was worth just buying it."
97,Dove Baby Balanced Hydration Soap 75g,Excellent I loved it besides leaving my daughter's skin idractado is very smelling thanks to everyone in the free market.
98,Dove Baby Balanced Hydration Soap 75g,"First rate! Dove quality, always top notch! wonderful smell and very moisturizing, my baby smells all day !."
99,Dove Baby Balanced Hydration Soap 75g,"Muito bom É bom ,cheiroso , perfeito. Ele só é menor do que o outro mas valeu apena ter comprado."
100,Sabonete Em Barra Hidratação Balanceada Dove Baby 75g,Excellent I loved it besides leaving my daughter's skin idractado is very smelling thanks to everyone in the free market.
101,Sabonete Em Barra Hidratação Balanceada Dove Baby 75g,"First rate! Dove quality, always top notch! wonderful smell and very moisturizing, my baby smells all day !."
102,Sabonete Em Barra Hidratação Balanceada Dove Baby 75g,"Muito bom É bom ,cheiroso , perfeito. Ele só é menor do que o outro mas valeu apena ter comprado."
103,Sabonete Lux Botanicals Buque De Jasmim 85gr,Excelente Muito bom e perfumado! o pessoal aqui de casa gostou muito!.
104,"Take Care of Yourself Soap Bar Barra Quinteto Morango e Leite, 5 U",Maravilhoso Ótimo bem cheiroso super recomendo.
105,Barbatimão Bar Soap 12 Units 100 Grams Each,"Excellent Great product, removed the oil from my skin and helped me with my allergy."
106,Barbatimão Bar Soap 12 Units 100 Grams Each,Very good! Very good! it has a mild smell and meets the expectations. I will buy again.
107,Barbatimão Bar Soap 12 Units 100 Grams Each,Very good I recommend to everyone Very good we are using in an allergy of my granddaughter is giving result.
108,"Cuide-se Bem Sabonete Em Barra Quinteto Rosa E Algodão, 5 Un",Excellent Simply wonderful does not have to say very high quality product !!!!.
109,"Cuide-se Bem Sabonete Em Barra Quinteto Rosa E Algodão, 5 Un","Excelente Muito bom! perfume suave, cremoso, faz espuma na medida certa."
110,"12x Sabonete Própolis 90gr - 100% Natural Acne, Cicatrizante","Quality product! Very creamy, I use it to wash my hands !."
111,"Cuide-se Bem Sabonete Em Barra Quinteto Deleite, 5 Unidades","Excellent The product is great, super fragrant !."
112,Kit 1000 Mini Soap 13 Gr Hotel Motel Pousada Erva Doce,"Wonderful product we love it very much !! Very good and we liked it a lot, it met the expectation and all the guests liked it. Wonderful and very fragrant product with pleasant perfume. I recommend it to everyone. Congratulations."
113,Kit 1000 Mini Soap 13 Gr Hotel Motel Pousada Erva Doce,Excelente produto!! Excelente produto. Recomendo com certeza!!.
114,50 Soap Kits 20 Grs Shampoo And Conditioner 35 Ml Hotel,I told you. I really liked the product and the elegant presentation with the soap on sedan paper. I recommend it to anyone who has a hotel or hostel.
115,50 Soap Kits 20 Grs Shampoo And Conditioner 35 Ml Hotel,"Congratulations Escelente, wonderful, my clients loved this treat, thank you very much exceeded my expectations."
116,50 Soap Kits 20 Grs Shampoo And Conditioner 35 Ml Hotel,"Excellent A good presentation, and it has a very pleasant smell, great quality."
117,12 X Black Clay Soap - 90 Grams,Excelente Otimo produto e agradou a família.
118,Natura Sabonete Mamae E Bebe Caixa C/05 Unidades 100g Cada,"Excellent Very good, we already use the product and know the quality."
119,Natura Sabonete Mamae E Bebe Caixa C/05 Unidades 100g Cada,Excelente Ja conhecia o produto é maravilhoso.
120,Natura Sabonete Mamae E Bebe Caixa C/05 Unidades 100g Cada,Apaixonada muito maravilhoso o sabonete Amei super recomendo vou comprar sempre.
121,"Nativa Spa Plum Bar Soap, 90g","Bom Produto excelente, muito bom só deixa desejar no tamanho, mais vale a pena!."
122,"Nativa Spa Plum Bar Soap, 90g",otimo. Muito bom cheiro agradavel e duravel super recomendo a compra.
123,"Nativa Spa Plum Bar Soap, 90g",Ótimo. Maravilhoso! produto de ótima qualidade e super perfumado.
124,Kit Floratta Soaps Christmas 2019,"Boticário's products are all of good quality. I loved the soaps. I recommend you buy it. Good smell, even if you want to gift someone, whoever receives it will like it very much."
125,Kit Floratta Soaps Christmas 2019,Excelente Muito bom produto gostei muito de fazer negocio com essa loja.
126,Kit Floratta Soaps Christmas 2019,"Excellent Very Good. I really liked it, a soft perfume. Great."
127,"Vegan Soap Charcoal And White Clay 125g Natural, Org","Muito bom para pele oleosa e com espinhas! Maravilhoso! em 5 dias de uso, reduziu e muito a oleosidade do meu rosto e minhas costas. As espinhas das costas, estão desaparecendo. No rosto não tenho espinhas, mas oleosidade, está acabando. Super indico! não é cheiroso como os outros que comprei da expresso mata atlântica, mas são todos maravilhosos! vou continuar comprando."
128,"Vegan Soap Charcoal And White Clay 125g Natural, Org","For my oily skin, just wonderful! Think of an oily skin that had tried everything and nothing worked. Anyway, this charcoal-smelling coal soap, with something from the countryside, came to impress me. I'm loving the effect on my skin. In the first days I already noticed the difference."
129,"Vegan Soap Charcoal And White Clay 125g Natural, Org","great product. I loved the product. It's excellent, I loved the toast too. Sent with such care and care that I could not help but thank you. Thanks!."
130,Natura Natura Man Soap Box With 03 Units 110gr Each,Excelente Produto muito bom e cheiroso.
131,Natura Soap Salvia And Rosemary Box W / 05 Unit 90g Each,"Maravilhoso. Adoro esses sabonetes da natura,são muito cheirosos."
132,Natura Soap Salvia And Rosemary Box W / 05 Unit 90g Each,"very good, it's worth it! Wonderful!!! very fragrant, I can't live without !!!."
133,Natura Soap Salvia And Rosemary Box W / 05 Unit 90g Each,"Excelente Ótimo produto, cheiro muito bom."
134,Shampoo Sólido Vegano De Coco. Natural E Orgânico.,"Vale a pena comprar Muito bom! limpou o couro cabeludo, como eu não havia conseguido, com nenhum outro. Parabéns ao fabricante!."
135,Shampoo Sólido Vegano De Coco. Natural E Orgânico.,Super satisfied with my purchase ... Excellent product. I was amazed at how well this solid shampoo moisturizes my hair and look that mine are white and already dry! very good!.
136,Shampoo Sólido Vegano De Coco. Natural E Orgânico.,Sensational Sensational. I never had my hair so beautiful and soft. My hair is curly and my curls are beautiful and aligned. I highly recommend it.
137,Kit Com 12 Unid Sabonete Phebo 90g -,Excellent product because I really like the phebo soap thanks.
138,Shampoo Sólido Vegano De Camomila.natural E Orgânico. 125g,Deu super certo nos meus cabelos Deixou meus cabelos como antigamente. Muito bom.
139,Shampoo Sólido Vegano De Camomila.natural E Orgânico. 125g,"Sustainability. I loved the proposal. It requires special logistics. Where I am quarantining, the water is incompatible. My hair was very dry and matted. But the problem is not the product, it is the quality of the water. I do recommend using it, as consuming consciously is vital for health in marine life. The convenience of carrying shampoo in bars, the quality of the product that has real chamomile, combined with sustainability is noble !."
140,Shampoo Sólido Vegano De Camomila.natural E Orgânico. 125g,"I don't recommend Poor quality! it made my hair drier than straw. Not to mention that for a shampoo it should not contain pieces or small branches. The idea itself is commendable, but it needs to greatly improve the quality of the materials."
141,"Shampoo Sólido Mirra.natural, Artesanal E Vegano. 125g.","I loved it! Super right on my hair! Super recommended Wonderful, the first time I used conditioner, from the second onwards no more. My sister-in-law's hair already needs conditioner. First solid shampoo that my hair adapted in the first days. Then I will try other shampoos from the espresso. From now on I will only use these."
142,"Shampoo Sólido Mirra.natural, Artesanal E Vegano. 125g.",Emoliencia e Tratamento juntos!!! Produto natural e muito eficiente. Achei que nao faz muita espuma porem possui muita emoliência que e o mais importante e o que me chamou atenção. Meu cabelo e muito fino e extremamente oleoso. Mas gostei do resultado. Vou usar com constância pois este produto para mim sera um tratamento do meu cabelo. Nao usei nem condicionador e isso foi otimo. Super indico a compra!!!.
143,"Shampoo Sólido Mirra.natural, Artesanal E Vegano. 125g.",It's worth it I used it for the first time yesterday and I'm already really enjoying the results! I felt the hair was full-bodied but not heavy! cleaned the scalp well !.
144,Natura Cotton Soap Box w / 05 Units 90g Each,"Wonderful, fragrant and 100% Soft Excellent, fragrant, leaves the skin soft, natural, congratulations are in order. I recommend it, it is a great product to give to your loved one. My mom loved it so much that now she just wants natural cotton soap."
145,Natura Cotton Soap Box w / 05 Units 90g Each,"Excellent Very Good! I've only used natura soaps for many years! pleasant fragrances and the main quality for me: they are soaps that last, durability."
146,Natura Cotton Soap Box w / 05 Units 90g Each,Excellent quality High quality product from this factory and top of the line.
147,Atlantic Forest Express Solid Shampoo Conditioner And Kit,"Wonderful products! Just wonderful! the solid shampoo makes little foam, but nothing that affects its performance. The conditioner came apart a little, maybe it's normal. I loved the passion fruit soap. The idea is fabulous, less plastic in the world !."
148,Atlantic Forest Express Solid Shampoo Conditioner And Kit,Excellent I really liked the kit !! and I thought the toast like a soap?
149,Atlantic Forest Express Solid Shampoo Conditioner And Kit,"Loved it Very good, as I expected. They are very fragrant, I loved it."
150,Natura Macadamia Soap Box w / 05 Units 90g Each,"Excellent Excellent product, pleasant fragrance, leaves skin super hydrated."
151,Sabonete Vegano De Camomila 125g. Artesanal E Orgânico.,"I need to invest more in herbal soaps. Think about the relaxing bath, that's what this soap gave me."
152,Sabonete Vegano De Camomila 125g. Artesanal E Orgânico.,Excelente Adorei o produto não usei ainda mas me parece de boa qualidade maravilhoso o cheiro.
153,Sabonete Vegano De Camomila 125g. Artesanal E Orgânico.,"I recommend. Wonderful, you are to be congratulated. It took a long time because of the pandemic, however, thanks! I recommend."
154,"Take Care of Yourself Soap In Barra Quinteto Leite E Mel, 5 Units","Excelente Ótimo. Perfume suave, faz bastante espuma, macio."
155,Protex Pro Bar Soap Moisturizes Argan 85g,"Excellent Is the best soap, to be used a lot of feeling of deep cleanliness and wonderful freshness ????."
156,Protex Pro Bar Soap Moisturizes Argan 85g,Great . Great product leaves skin soft and hydrated.
157,Protex Pro Bar Soap Moisturizes Argan 85g,Sensacional e recomendo Sem dúvida os melhores sabonetes.
158,"Take Care of Soap Bar Lavandinha, 2x80 G",This soap is worth it Excellent. I've used this soap before and I like it a lot. I am repeating the purchase and I am satisfied.
159,"Take Care of Soap Bar Lavandinha, 2x80 G",Good product smells great !!!! Very good worth buying !!!!.
160,"Take Care of Soap Bar Lavandinha, 2x80 G","Delicious! Very smooth, but fragrant! Wonderful! fragrant, smooth, very tasty !."
161,"Take Care of Yourself Soap Bar Pink Quintet And Cotton, 5 Units",Excelente Simplesmente maravilhoso não tem o que dizer produto de muita qualidade!!!!.
162,"Take Care of Yourself Soap Bar Pink Quintet And Cotton, 5 Units","Excellent Very Good! soft, creamy scent, foams just right."
163,"Cuide-se Bem Sabonete Em Barra Quinteto Deleite, 5 Unidades","Excellent The product is great, super fragrant !."
164,"Take Care of Yourself Soap in Barra Quinteto Deleite, 5 Units","Excelente O produto é ótimo, super cheiroso!."
165,Kit 100 Soap 20 Gr Hydrating Luxury Hotel Pousada Airbnb Castanha Do Pará,"Super fragrant and leaves our hands very silky I loved this soap, very fragrant and makes hands very soft and silky, really good."
166,Kit 100 Soap 20 Gr Moisturizing Luxury Pitanga Hotel Pousada,Excellent The product is great! the presentation is beautiful and the fragrance is delicious! I am very satisfied.
167,Kit 100 Soap 20 Gr Moisturizing Luxury Pitanga Hotel Pousada,"I recommend: I loved the scent of the soap! All right with the purchase, they won a customer! and I loved the scent of the soap !."
168,Kit 100 Soap 20 Gr Moisturizing Luxury Pitanga Hotel Pousada,"Excelente Tem uma fragancia muito boa. Pensei que era maior, mas tudo bem. Gostei."
169,Kit 100 Soap 20 Gr Moisturizing Luxury Pitanga Hotel Pousada,Excellent The product is great! the presentation is beautiful and the fragrance is delicious! I am very satisfied.
170,Kit 100 Soap 20 Gr Moisturizing Luxury Pitanga Hotel Pousada,"I recommend: I loved the scent of the soap! All right with the purchase, they won a customer! and I loved the scent of the soap !."
171,Kit 100 Soap 20 Gr Moisturizing Luxury Pitanga Hotel Pousada,"Excellent It has a very good fragrance. I thought it was bigger, but that's okay. Liked it."
172,"Take Care of Soap Bar Barra Duo Strawberry And Milk, 2 Units",Excellent Very good product. It smells and moisturizes the skin.
173,Kit 10 Sabonetes Day Bath 180g,"Excellent I already use the giorno bagno soaps, this kit contains all fragrances, well worth the investment. I recommend. The soaps last a long time and leave the bathroom well scented."
174,"Nativa Spa Ameixa Sabonete Em Barra, 90g","Good Excellent product, very good only leaves you wanting in size, more worth it !."
175,"Nativa Spa Ameixa Sabonete Em Barra, 90g",great. Very good pleasant and durable smell super recommend the purchase.
176,"Nativa Spa Ameixa Sabonete Em Barra, 90g",Ótimo. Maravilhoso! produto de ótima qualidade e super perfumado.
177,"Nativa Spa Ameixa Sabonete Em Barra, 90g","Bom Produto excelente, muito bom só deixa desejar no tamanho, mais vale a pena!."
178,"Nativa Spa Ameixa Sabonete Em Barra, 90g",otimo. Muito bom cheiro agradavel e duravel super recomendo a compra.
179,"Nativa Spa Ameixa Sabonete Em Barra, 90g",Ótimo. Maravilhoso! produto de ótima qualidade e super perfumado.
180,Kit Floratta Sabonetes Natal 2019,"Boticário's products are all of good quality. I loved the soaps. I recommend you buy it. Good smell, even if you want to gift someone, whoever receives it will like it very much."
181,Kit Floratta Sabonetes Natal 2019,Excellent Very good product I really enjoyed doing business with this store.
182,Kit Floratta Sabonetes Natal 2019,"Excellent Very Good. I really liked it, a soft perfume. Great."
183,Dermare Vegetable Clay Soap 80g,"Muito bom Estou lavando o rosto todos os dias com ele pela manhã, em uma semana já senti diferença, pele mais seca e mais clara. Muito bom."
184,Kit with 12 Phebo Soap 90g -,Excellent product because I really like the phebo soap thanks.
